'u','urms','irms','p','s','q','pf','phi','ufreq','upeak','ipeak','u1','u2','u3','u4','u5','u6','u7','u8','u9','u10','i1','i2','i3','i4','i5','i6','i7','i8','i9','i10','p1','p2','p3','p4','p5','p6','p7','p8','p9','p10','device','state','Device Id','Device Type','Device State'
234.59,235.17,0.02,1.67,3.55,3.13,0.47,61.92,50.99,318.73,0.1,235.04,0.16,2.39,0.49,7.25,0.45,2.92,0.09,0.66,0.31,0.01,0,0.01,0,0.01,0,0.01,0,0,0,1.88,0,0,0,-0.01,0,-0.01,0,0,0,'samsungplano','standby',88,9,14
234.59,235.21,0.02,1.69,3.57,3.15,0.47,61.84,50.99,318.73,0.1,235.08,0.3,2.45,0.51,7.37,0.41,2.84,0.06,0.66,0.26,0.01,0,0.01,0,0,0,0,0,0,0,1.54,0,0,0,-0.01,0,0,0,0,0,'samsungplano','standby',88,9,14
237.12,237.74,0.45,66.46,107.16,-84.06,0.62,-51.67,50.1,321.53,1.3,237.6,0.13,3.46,0.45,7.7,0.42,2.67,0.13,1.85,0.29,0.29,0.01,0.25,0,0.19,0,0.12,0,0.05,0,67.64,0,-0.42,0,-1.33,0,-0.31,0,0.08,0,'samsungplano','on',88,9,15
238.83,239.86,0.24,26.36,58.5,52.23,0.45,63.22,49.6,331.4,1.1,239.93,0.38,1.64,0.34,6.55,0.38,1.99,0.39,0.72,0.59,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,0.07,0.01,25.9,0,-0.13,0.01,-0.46,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.89,239.99,0.24,26.29,58.22,51.95,0.45,63.16,49.55,331.68,1.08,240.22,0.08,1.59,0.41,6.62,0.41,2.11,0.36,0.78,0.6,0.11,0.02,0.11,0.02,0.1,0.02,0.08,0.02,0.07,0.02,26.23,0,-0.13,0.01,-0.48,0,-0.04,0,-0.02,0.01,'Toshiba','on',89,9,15
238.9,239.88,0.24,26.44,58.28,-51.93,0.45,-63.02,49.55,331.43,1.07,239.74,0.17,1.67,0.37,6.35,0.39,1.92,0.37,0.69,0.55,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,27.13,0,-0.13,0.01,-0.48,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.09,240.1,0.25,26.4,58.6,52.31,0.45,63.22,49.55,331.49,1.08,239.98,0.1,1.67,0.43,6.7,0.4,2.02,0.38,0.76,0.61,0.12,0.03,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,28.24,0,-0.15,0.01,-0.51,0,-0.04,0,-0.03,0.01,'Toshiba','on',89,9,15
239.2,240.23,0.24,26.34,58.3,52,0.45,63.14,49.56,331.49,1.08,240.06,0.43,1.63,0.34,6.63,0.38,1.99,0.35,0.74,0.54,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.01,0.07,0.01,26.98,0,-0.13,0.01,-0.48,0,-0.04,0,-0.02,0.01,'Toshiba','on',89,9,15
238.55,239.58,0.25,26.33,58.48,52.22,0.45,63.24,49.56,331.06,1.11,239.87,0.29,1.75,0.33,6.49,0.35,1.92,0.39,0.7,0.58,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,0.07,0.01,25.14,0,-0.13,0.01,-0.45,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.09,240.18,0.24,26.31,57.95,51.63,0.45,62.99,49.57,331.8,1.09,240.35,0.08,1.63,0.38,6.59,0.41,2.15,0.41,0.7,0.63,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,27.68,0,-0.14,0.01,-0.49,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.35,240.37,0.24,26.35,58.34,52.05,0.45,63.15,49.59,331.74,1.11,240.31,0.06,1.73,0.39,6.55,0.43,2.16,0.39,0.74,0.62,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,27.2,0,-0.14,0.01,-0.52,0,-0.07,0,-0.01,0.01,'Toshiba','on',89,9,15
239.62,240.65,0.24,26.35,58.24,-51.94,0.45,-63.1,49.6,332.08,1.08,240.59,0.15,1.73,0.38,6.62,0.38,1.97,0.39,0.74,0.62,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,0.07,0.01,25.87,0,-0.13,0.01,-0.49,0,-0.06,0,-0.01,0.01,'Toshiba','on',89,9,15
239.69,240.62,0.24,26.35,58.16,51.85,0.45,63.06,49.67,332.02,1.07,240.42,0.34,1.72,0.39,6.48,0.41,2.04,0.36,0.68,0.58,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.01,0.07,0.01,25.32,0,-0.12,0.01,-0.48,0,-0.07,0,-0.02,0.01,'Toshiba','on',89,9,15
238.84,239.79,0.02,0.25,5.36,-5.36,0.05,-87.31,49.79,332.18,0.26,239.59,0.21,1.58,0.36,6.13,0.38,2.1,0.38,0.6,0.53,0.02,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.98,239.95,0.02,0.25,5.33,-5.33,0.05,-87.36,49.8,331.56,0.09,239.82,0.24,1.67,0.38,6.24,0.41,2.15,0.37,0.67,0.54,0.02,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.27,239.26,0.02,0.24,5.29,-5.29,0.05,-87.39,49.81,330.72,0.07,239.14,0.34,1.64,0.32,6.42,0.46,2.15,0.33,0.68,0.59,0.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,-0.01,0,0,0,0,0,'Toshiba','standby',89,9,14
238.23,239.23,0.02,0.25,5.3,-5.29,0.05,-87.32,49.81,330.66,0.08,239.14,0.25,1.5,0.4,6.51,0.37,2.08,0.38,0.68,0.58,0.02,0,0,0,0,0,0,0,0,0,0.31,0,0,0,-0.01,0,0,0,0,0,'Toshiba','standby',89,9,14
238.51,239.5,0.02,0.25,5.31,-5.3,0.05,-87.35,49.81,330.63,0.09,239.39,0.21,1.65,0.35,6.29,0.38,2.1,0.32,0.63,0.56,0.02,0,0,0,0,0,0,0,0,0,0.34,0,0,0,-0.01,0,0,0,0,0,'Toshiba','standby',89,9,14
238.91,239.89,0.02,0.25,5.33,-5.32,0.05,-87.33,49.81,331.37,0.08,239.85,0.3,1.64,0.4,6.4,0.38,2.09,0.37,0.67,0.5,0.02,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.29,240.25,0.02,0.25,5.37,-5.36,0.05,-87.28,49.81,332.24,0.1,239.94,0.23,1.65,0.37,6.32,0.42,2.15,0.35,0.61,0.56,0.02,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.29,240.28,0.02,0.26,5.38,-5.37,0.05,-87.23,49.81,332.24,0.16,239.86,0.11,1.59,0.39,6.35,0.45,2.13,0.36,0.67,0.57,0.02,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
237.65,238.71,0.02,0.24,5.35,-5.34,0.05,-87.4,49.81,330.38,0.13,238.9,0.36,1.55,0.47,6.41,0.42,2.11,0.4,0.64,0.55,0.02,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.14,239.14,0.02,0.23,5.28,-5.27,0.04,-87.52,49.82,330.87,0.08,239.29,0.26,1.65,0.48,6.58,0.36,2.1,0.36,0.69,0.56,0.02,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.57,240.52,0.02,0.24,5.34,-5.33,0.04,-87.45,49.82,332.02,0.08,240.32,0.34,1.66,0.37,6.33,0.38,2.25,0.33,0.63,0.56,0.02,0,0,0,0,0,0,0,0,0,0.26,0,0,0,-0.01,0,0,0,0,0,'Toshiba','standby',89,9,14
239.2,240.2,0.02,0.24,5.34,-5.33,0.05,-87.39,49.82,332.11,0.08,240.2,0.18,1.61,0.38,6.27,0.4,2.18,0.37,0.68,0.52,0.02,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.26,240.24,0.02,0.23,5.34,-5.33,0.04,-87.57,49.82,332.33,0.07,240.39,0.31,1.65,0.35,6.44,0.42,2.13,0.3,0.66,0.59,0.02,0,0,0,0,0,0,0,0,0,0.32,0,0,0,-0.01,0,0,0,0,0,'Toshiba','standby',89,9,14
239.43,240.43,0.02,0.25,5.34,-5.34,0.05,-87.37,49.82,332.14,0.07,240.34,0.27,1.61,0.44,6.48,0.41,2.09,0.38,0.66,0.53,0.02,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.16,240.12,0.02,0.24,5.34,-5.33,0.04,-87.44,49.82,331.62,0.07,240.19,0.12,1.65,0.41,6.35,0.39,2.22,0.38,0.62,0.56,0.02,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.43,240.42,0.02,0.25,5.35,-5.34,0.05,-87.34,49.82,332.11,0.08,240.33,0.38,1.73,0.42,6.4,0.38,2.03,0.42,0.65,0.51,0.02,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.41,240.37,0.02,0.25,5.35,-5.34,0.05,-87.31,49.82,332.02,0.08,240.26,0.41,1.64,0.4,6.31,0.4,2.23,0.36,0.68,0.5,0.02,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.25,240.2,0.02,0.25,5.36,-5.36,0.05,-87.31,49.82,331.93,0.1,239.86,0.17,1.68,0.41,6.33,0.39,2.16,0.37,0.61,0.55,0.02,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.04,240,0.02,0.24,5.37,-5.36,0.04,-87.43,49.82,331.65,0.08,239.9,0.1,1.59,0.46,6.26,0.4,2.24,0.36,0.65,0.6,0.02,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.63,239.6,0.02,0.24,5.31,-5.3,0.04,-87.43,49.83,331.09,0.07,239.48,0.03,1.66,0.42,6.31,0.45,2.18,0.38,0.63,0.57,0.02,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.33,240.29,0.02,0.24,5.33,-5.33,0.05,-87.4,49.83,332.05,0.07,240.13,0.02,1.64,0.42,6.3,0.44,2.2,0.37,0.62,0.58,0.02,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.5,239.51,0.02,0.25,5.33,-5.32,0.05,-87.36,49.83,331.21,0.1,239.55,0.33,1.67,0.36,6.55,0.42,2.08,0.34,0.71,0.56,0.02,0,0,0,0,0,0,0,0,0,0.33,0,0,0,-0.01,0,0,0,0,0,'Toshiba','standby',89,9,14
238.4,239.43,0.02,0.23,5.35,-5.35,0.04,-87.56,49.83,331.03,0.13,239.52,0.33,1.61,0.39,6.31,0.4,2.2,0.38,0.64,0.53,0.02,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.31,239.37,0.02,0.25,5.37,-5.36,0.05,-87.37,49.83,330.75,0.13,239.44,0.18,1.68,0.33,6.37,0.46,2.15,0.35,0.64,0.56,0.02,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.23,239.38,0.02,0.24,5.37,-5.37,0.05,-87.4,49.83,330.87,0.13,239.1,0.09,1.55,0.41,6.45,0.44,2.14,0.4,0.64,0.58,0.02,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.82,239.88,0.24,26.36,58.38,52.09,0.45,63.16,49.84,331.4,1.1,239.8,0.41,1.66,0.35,6.3,0.33,1.87,0.4,0.67,0.51,0.11,0.02,0.1,0.01,0.09,0.01,0.08,0.01,0.07,0.01,25.74,0,-0.12,0,-0.45,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.79,239.76,0.24,26.43,58.45,52.14,0.45,63.12,49.84,331.52,1.11,239.87,0.13,1.71,0.39,6.08,0.38,1.93,0.36,0.68,0.53,0.11,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.07,0.02,26.47,0,-0.13,0.01,-0.46,0,-0.06,0,-0.02,0.01,'Toshiba','on',89,9,15
239.31,240.36,0.24,26.4,58.47,52.17,0.45,63.16,49.85,331.71,1.05,240.24,0.08,1.7,0.42,6.64,0.42,2.12,0.33,0.74,0.6,0.12,0.03,0.11,0.03,0.1,0.02,0.09,0.02,0.08,0.02,28.43,0,-0.14,0.01,-0.53,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.13,240.16,0.24,26.35,58.47,52.2,0.45,63.21,49.85,331.43,1.09,240.05,0.13,1.65,0.46,6.67,0.4,2.05,0.36,0.78,0.61,0.12,0.03,0.11,0.03,0.1,0.03,0.09,0.02,0.08,0.02,27.8,0,-0.14,0.01,-0.5,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.24,240.13,0.24,26.49,58.55,52.21,0.45,63.09,49.85,331.77,1.07,239.93,0.35,1.74,0.32,6.23,0.39,1.91,0.34,0.68,0.56,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.01,27.88,0,-0.14,0.01,-0.49,0,-0.04,0,-0.02,0.01,'Toshiba','on',89,9,15
239.45,240.45,0.25,26.45,58.76,52.46,0.45,63.24,49.85,331.62,1.1,240.18,0.16,1.67,0.36,6.63,0.38,2.14,0.43,0.74,0.57,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,0.07,0.02,25.31,0,-0.12,0.01,-0.49,0,-0.04,0,-0.02,0.01,'Toshiba','on',89,9,15
239.49,240.49,0.24,26.31,57.91,51.59,0.45,62.98,49.86,331.8,1.08,240.39,0.39,1.69,0.33,6.44,0.37,1.97,0.38,0.7,0.56,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.01,0.08,0.01,28.56,0,-0.14,0.01,-0.53,0,-0.07,0,-0.02,0.01,'Toshiba','on',89,9,15
239.26,240.26,0.24,26.33,58.16,51.86,0.45,63.08,49.86,331.4,1.08,240.16,0.42,1.71,0.33,6.48,0.41,2.23,0.37,0.73,0.56,0.11,0.03,0.11,0.03,0.1,0.02,0.09,0.02,0.07,0.02,26.37,0,-0.14,0.01,-0.49,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.22,240.32,0.24,26.38,58.17,51.84,0.45,63.03,49.86,331.93,1.08,240.52,0.11,1.79,0.37,6.64,0.42,2.03,0.36,0.76,0.61,0.12,0.04,0.11,0.03,0.1,0.03,0.09,0.02,0.07,0.02,26.66,0,-0.13,0.01,-0.51,0,-0.07,0,-0.01,0.01,'Toshiba','on',89,9,15
239.23,240.26,0.24,26.32,58.3,52.02,0.45,63.16,49.86,331.49,1.06,240.14,0.36,1.66,0.35,6.61,0.38,2.02,0.39,0.71,0.59,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.01,27.72,0,-0.14,0.01,-0.49,0,-0.04,0,-0.02,0.01,'Toshiba','on',89,9,15
239.3,240.3,0.24,26.45,58.56,52.25,0.45,63.15,49.86,331.62,1.1,240.16,0.34,1.67,0.28,6.58,0.38,2.15,0.34,0.72,0.59,0.12,0.04,0.11,0.03,0.1,0.03,0.09,0.02,0.08,0.02,28.04,0,-0.14,0.01,-0.54,0,-0.07,0,-0.01,0.01,'Toshiba','on',89,9,15
239.23,240.19,0.25,26.43,58.66,52.37,0.45,63.22,49.86,331.52,1.23,239.67,0.32,1.65,0.37,6.59,0.35,2.03,0.39,0.71,0.53,0.11,0.02,0.11,0.02,0.1,0.02,0.08,0.01,0.07,0.01,26.04,0,-0.13,0.01,-0.47,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.61,240.63,0.24,26.47,58.45,52.11,0.45,63.07,49.87,331.96,1.09,240.5,0.12,1.76,0.38,6.66,0.43,1.98,0.34,0.72,0.62,0.12,0.03,0.11,0.03,0.1,0.03,0.09,0.02,0.07,0.02,26.78,0,-0.13,0.01,-0.49,0,-0.07,0,-0.02,0.01,'Toshiba','on',89,9,15
239.52,240.54,0.24,26.42,58.47,52.16,0.45,63.14,49.87,332.02,1.1,240.41,0.11,1.66,0.39,6.59,0.42,2.11,0.38,0.73,0.58,0.11,0.03,0.1,0.02,0.09,0.02,0.08,0.02,0.07,0.02,25.28,0,-0.12,0.01,-0.47,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.7,240.69,0.24,26.45,58.54,52.22,0.45,63.13,49.87,331.99,1.07,240.45,0.48,1.74,0.38,6.67,0.38,2.19,0.42,0.72,0.55,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,28.53,-0.01,-0.14,0.01,-0.53,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.44,240.47,0.24,26.46,58.49,52.17,0.45,63.11,49.87,331.9,1.07,240.36,0.11,1.62,0.34,6.6,0.45,2.08,0.35,0.75,0.62,0.12,0.03,0.12,0.03,0.1,0.03,0.09,0.02,0.08,0.02,28.69,0,-0.13,0.01,-0.53,0,-0.06,0,-0.02,0.01,'Toshiba','on',89,9,15
239.6,240.57,0.24,26.41,58.57,52.27,0.45,63.19,49.87,331.93,1.08,240.06,0.17,1.7,0.31,6.57,0.4,2.18,0.34,0.7,0.58,0.11,0.03,0.1,0.03,0.09,0.02,0.08,0.02,0.07,0.02,25.98,0,-0.13,0.01,-0.49,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.15,240.26,0.24,26.29,58.32,-52.06,0.45,-63.21,49.91,331.96,1.1,240.45,0.36,1.69,0.31,6.6,0.38,1.81,0.36,0.67,0.56,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.01,28.1,0,-0.14,0.01,-0.5,0,-0.06,0,-0.02,0.01,'Toshiba','on',89,9,15
239.06,240.04,0.25,26.43,58.57,52.27,0.45,63.18,50.13,331.52,1.11,239.95,0.38,1.65,0.37,6.48,0.36,1.96,0.34,0.73,0.57,0.11,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.07,0.01,26.28,0,-0.13,0.01,-0.48,0,-0.04,0,-0.01,0.01,'Toshiba','on',89,9,15
239.34,240.31,0.24,26.34,57.86,51.52,0.46,62.93,50.14,331.93,1.09,240.34,0.35,1.68,0.34,6.44,0.39,1.98,0.35,0.74,0.58,0.11,0.03,0.1,0.02,0.09,0.02,0.08,0.02,0.07,0.02,25.25,0,-0.12,0.01,-0.49,0,-0.07,0,-0.01,0.01,'Toshiba','on',89,9,15
238.99,240.03,0.24,26.37,58.31,52,0.45,63.11,50.14,331.59,1.06,240.16,0.28,1.69,0.32,6.62,0.33,1.99,0.4,0.78,0.62,0.11,0.03,0.1,0.03,0.09,0.02,0.08,0.02,0.07,0.02,25.73,0,-0.13,0.01,-0.47,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.43,240.47,0.24,26.36,58.44,52.16,0.45,63.19,50.17,331.87,1.1,240.4,0.33,1.74,0.4,6.65,0.41,2.14,0.38,0.73,0.62,0.11,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.07,0.01,26.4,0,-0.13,0,-0.5,0,-0.06,0,-0.02,0.01,'Toshiba','on',89,9,15
238.4,239.43,0.02,0.23,5.3,-5.3,0.04,-87.46,50.41,331.21,0.09,239.38,0.25,1.49,0.42,6.48,0.35,2.02,0.36,0.63,0.5,0.02,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.65,239.7,0.02,0.25,5.32,-5.32,0.05,-87.31,50.42,331.25,0.07,239.47,0.43,1.5,0.38,6.79,0.42,2.14,0.37,0.68,0.56,0.02,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.41,239.38,0.24,26.41,58.3,51.98,0.45,63.07,50.66,330.78,1.08,239.51,0.18,1.69,0.34,6.21,0.41,1.87,0.36,0.68,0.55,0.11,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.07,0.02,26.42,0,-0.13,0.01,-0.47,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.8,239.82,0.24,26.41,58.32,52,0.45,63.07,50.67,331.37,1.06,239.92,0.26,1.73,0.36,6.51,0.38,1.9,0.4,0.69,0.55,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.07,0.01,26.61,0,-0.14,0.01,-0.47,0,-0.04,0,-0.02,0.01,'Toshiba','on',89,9,15
239.1,240.2,0.24,26.28,58.22,51.95,0.45,63.17,50.69,331.9,1.08,240.42,0.34,1.64,0.34,6.66,0.41,2.16,0.38,0.74,0.61,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,27.75,0,-0.13,0.01,-0.5,0,-0.04,0,-0.02,0.01,'Toshiba','on',89,9,15
239.03,240.01,0.02,0.24,5.37,-5.37,0.05,-87.41,50.9,331.59,0.07,239.97,0.19,1.62,0.36,6.44,0.36,2.16,0.36,0.62,0.6,0.02,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.73,239.71,0.02,0.23,5.32,-5.32,0.04,-87.52,50.92,331.65,0.07,239.79,0.36,1.7,0.37,6.36,0.36,2.19,0.32,0.7,0.54,0.02,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
238.31,239.35,0.02,0.22,5.34,-5.33,0.04,-87.61,50.92,331.03,0.14,239.44,0.1,1.62,0.38,6.33,0.46,1.99,0.37,0.62,0.61,0.02,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.07,240.11,0.02,0.22,5.45,-5.45,0.04,-87.66,50.94,332.02,0.42,240.31,0.33,1.62,0.39,6.37,0.37,2.22,0.39,0.64,0.54,0.02,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.12,240.14,0.24,26.34,58.55,52.29,0.45,63.27,50.96,331.43,1.1,240.17,0.38,1.69,0.39,6.61,0.38,2.19,0.35,0.72,0.58,0.12,0.03,0.11,0.03,0.1,0.03,0.09,0.02,0.08,0.02,28.07,0,-0.14,0.01,-0.52,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.91,239.83,0.24,26.49,58.31,51.94,0.45,62.97,50.97,331.28,1.07,239.36,0.04,1.69,0.44,6.25,0.4,1.91,0.37,0.68,0.58,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.01,27.6,0,-0.14,0.01,-0.47,0,-0.04,0,-0.03,0.01,'Toshiba','on',89,9,15
239.16,240.2,0.24,26.38,58.34,52.03,0.45,63.12,50.98,331.59,1.09,240.28,0.09,1.68,0.38,6.64,0.43,2.2,0.36,0.73,0.6,0.11,0.03,0.1,0.03,0.09,0.02,0.08,0.02,0.07,0.02,25.63,0,-0.12,0.01,-0.49,0,-0.06,0,-0.02,0.01,'Toshiba','on',89,9,15
238.92,239.91,0.24,26.41,58.52,52.22,0.45,63.17,50.1,331.59,1.09,239.54,0.39,1.77,0.3,6.3,0.37,1.83,0.38,0.7,0.55,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.01,27.2,0,-0.14,0,-0.48,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.07,240.05,0.02,0.25,5.38,-5.38,0.05,-87.38,50.1,331.59,0.1,240.01,0.17,1.61,0.41,6.43,0.37,2.12,0.34,0.63,0.53,0.02,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,'Toshiba','standby',89,9,14
239.19,240.29,0.24,26.36,58.31,52.01,0.45,63.12,50.1,331.96,1.12,240.12,0.29,1.65,0.37,6.75,0.39,2.06,0.36,0.74,0.63,0.11,0.03,0.1,0.03,0.09,0.03,0.08,0.02,0.07,0.02,25.72,0,-0.12,0.01,-0.49,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.8,239.78,0.25,26.5,58.58,-52.24,0.45,-63.1,50.1,330.81,1.05,239.48,0.3,1.64,0.39,6.61,0.38,1.99,0.4,0.76,0.58,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,28.32,0,-0.14,0.01,-0.52,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
239.2,240.16,0.25,26.55,58.83,-52.49,0.45,-63.17,50.1,331.37,1.11,239.9,0.19,1.68,0.37,6.44,0.45,2.01,0.33,0.73,0.58,0.12,0.03,0.12,0.03,0.1,0.03,0.09,0.02,0.08,0.02,28.77,0,-0.14,0.01,-0.52,0,-0.07,0,-0.02,0.01,'Toshiba','on',89,9,15
239.03,240.12,0.24,26.23,58.1,51.85,0.45,63.16,50.1,331.71,1.1,239.97,0.25,1.66,0.33,6.73,0.39,2.14,0.32,0.72,0.62,0.11,0.04,0.11,0.03,0.1,0.03,0.09,0.02,0.07,0.02,26.48,0,-0.12,0.01,-0.52,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.69,239.76,0.24,26.38,58.38,-52.09,0.45,-63.14,50.1,331.28,1.07,239.58,0.33,1.67,0.37,6.59,0.38,1.91,0.35,0.76,0.58,0.11,0.03,0.1,0.02,0.09,0.02,0.08,0.02,0.07,0.02,25.57,0,-0.13,0.01,-0.47,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.62,239.62,0.24,26.38,58.42,52.12,0.45,63.15,50.1,330.94,1.07,239.43,0.31,1.71,0.34,6.39,0.36,1.92,0.36,0.7,0.54,0.12,0.03,0.12,0.02,0.1,0.02,0.09,0.02,0.08,0.02,28.65,0,-0.15,0.01,-0.51,0,-0.05,0,-0.03,0.01,'Toshiba','on',89,9,15
238.85,239.89,0.24,26.38,58.17,51.84,0.45,63.03,50.1,331.03,1.05,239.8,0.25,1.64,0.38,6.66,0.4,2.02,0.41,0.75,0.61,0.12,0.02,0.11,0.02,0.1,0.02,0.09,0.02,0.08,0.02,28.11,0,-0.14,0,-0.5,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.58,239.64,0.02,0.27,5.55,-5.54,0.05,-87.21,50.1,331.49,0.15,239.4,0.39,1.55,0.26,6.25,0.36,2.14,0.34,0.66,0.52,0.02,0,0,0,0,0,0,0,0,0,0.33,0,0,0,-0.01,0,0,0,0,0,'Toshiba','standby',89,9,14
239.25,240.25,0.24,26.48,58.6,52.27,0.45,63.13,50.1,331.34,1.12,239.97,0.38,1.68,0.35,6.73,0.4,2.13,0.35,0.76,0.6,0.12,0.04,0.11,0.03,0.1,0.03,0.09,0.02,0.08,0.02,28.1,0,-0.14,0.01,-0.53,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
238.88,240,0.24,26.33,58.48,52.22,0.45,63.24,50.1,331.56,1.13,239.91,0.12,1.67,0.49,6.74,0.38,2.1,0.35,0.74,0.62,0.12,0.03,0.11,0.03,0.1,0.02,0.09,0.02,0.08,0.01,28.26,0,-0.13,0.01,-0.53,0,-0.05,0,-0.02,0.01,'Toshiba','on',89,9,15
